"Reference Families",Services,clientName,urlWebSite,WebSiteType,createdDate,youtube,taches_bd,taches,main_page,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured",ID,Title,Content,Excerpt,"Post Type",Permalink,Date
"Site web","Site Web",https://besbes-aluminium.tn/wp-content/themes/besbes/img-besbes/logo-ste-besbess.png,besbes-aluminium.tn,"Site web vitrine",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/ALU-Slim-besbes-min.jpg,ALU-Slim-besbes-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/ALU-Slim-besbes-min.jpg,1527,ALU-Slim-besbes-min,,,ALU-Slim-besbes,http://hypermedia.com.tn/wp-content/uploads/2020/03/ALU-Slim-besbes-min.jpg,1526,"Création d'un site web pour : Besbes Aluminium","<strong>Création d'un site web vitrine</strong> pour la société Besbes Aluminium.<br>
La société Besbes Aluminium est une menuiserie aluminium spécialisée dans la fabrication et de la pose des portes et fenêtres métallique en aluminium depuis l’année 2000","Création site web pour la société Besbes Aluminium, spécialiste dans la fabrication et de la pose des portes et fenêtres métallique en aluminium depuis l’année 2000.",reference,http://hypermedia.com.tn/reference/developpement-site-web-vitrine-pour-besbes-aluminium/,2020-03-27
"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2020/03/ceylan-logo.png,ceylan.tn,"Site web vitrine",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Cyelan-min.jpg,Cyelan-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Cyelan-min.jpg,1529,Cyelan-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Cyelan-min.jpg,1528,"Création d'un site web pour : Ceylan","<strong>Création d'un site web vitrine</strong> pour la société Ceylan.<br>
Ceylan est une marque leader sur le marché local dans la technique de production d’eau chaude depuis 2010, Ceylan fabrique des produits fiables et éprouvés avec un objectif de fournir un produit de qualité avec un prix convenable.","Ceylan est une marque leader sur le marché local dans la technique de production d’eau chaude depuis 2010.",reference,http://hypermedia.com.tn/reference/developpement-site-web-pour-ceylan/,2020-03-27
"Site web","Site Web",https://irec-conference.com/wp-content/uploads/2019/04/irec_2020.png,irec-conference.com,"Site web dynamique",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/IREC-min.jpg,IREC-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/IREC-min.jpg,1532,IREC-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/IREC-min.jpg,1531,"Création d'un site web pour : Irec","<strong>Création d'un site web dynamique </strong> pour Irec.<br>
Le Congrès International des Énergies Renouvelables (IREC) fournit un forum pour les chercheurs, les académiciens, les scientifiques et les professionnels de l'industrie à travers le monde sur les développements récents dans les domaines des énergies renouvelables.
","IREC fournit un forum pour les chercheurs, les académiciens, les scientifiques et les professionnels de l'industrie à travers le monde sur les développements récents dans les domaines des énergies renouvelables.",reference,http://hypermedia.com.tn/reference/creation-site-web-dynamique-pour-irec/,2020-03-27
"Site web","Site Web",https://vera-nature.com/wp-content/uploads/2013/06/logo_vernature.png,vera-nature.com,"Site web E-commerce",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Verra-Nature-min.jpg,Verra-Nature-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Verra-Nature-min.jpg,1534,Verra-Nature-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Verra-Nature-min.jpg,1533,"Création d'un site web pour : Vera nature","<strong>Création d'un site web E-commerce pour</strong> Vera Nature.<br>
Vera nature est un boutique en ligne qui met à la disposition de ses clients une diversité de produits de beauté naturels, des compléments alimentaires naturels pour son bien-être.","Développement site web E-commerce pour Vera nature, boutique de produits de beauté naturels, des compléments alimentaires naturels et de huiles essentielles en Tunisie.",reference,http://hypermedia.com.tn/reference/creation-site-web-e-commerce-vera-nature/,2020-03-27
"Site web","Site Web",https://www.itc-tunisia.net/wp-content/uploads/2018/02/logo_itc.png,www.itc-tunisia.net,"Site web vitrine",2018,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/ITC-min.jpg,ITC-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/ITC-min.jpg,1536,ITC-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/ITC-min.jpg,1535,"Création d'un site web pour : ITC","<strong>Création d'un site web vitrine pour le centre de formation</strong> ITC.<br>
ITC est un centre de formation spécialisé dans la sécurité en mer aux normes internationales, travaillant dans l'industrie du pétrole et du gaz offshore et onshore.","La réalisation d'un site web vitrine pour le centre de formation ITC. Centre accrédité internationalement spécialisé dans la sécurité et la survie en mer et la formation maritime.",reference,http://hypermedia.com.tn/reference/creation-site-vitrine-pour-itc/,2020-03-28
"Site web","Site Web",https://ipsas-ens.net/wp-content/themes/ipsas/images/ipsas/ipsas_logo.png,ipsas-ens.net,"Site web dynamique",2017,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/IPSAS-min.jpg,IPSAS-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/IPSAS-min.jpg,1538,IPSAS-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/IPSAS-min.jpg,1537,"Création d'un site web pour :  IPSAS","<strong>Création d'un site web dynamique pour</strong> IPSAS.<br>
IPSAS est un institut privé basé à Sfax, offre une variété des formations de préparatoires et de cycles d'ingénieurs pour les nouveaux bacheliers.  ","Le développement du site web pour l'institut polytechnique des sciences avancées à Sfax Ipsas. Un institut privé qui offre une variété des formations de préparatoires et de cycles d'ingénieurs en Tunisie.  ",reference,http://hypermedia.com.tn/reference/developpement-site-web-dynamique-pour-ipsas/,2020-03-28
"Site web","Site Web",http://aet-export.tn/wp-content/uploads/2015/05/Logo_AET_Export1.jpg,www.aet-export.tn,"Site web vitrine",2020,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/AET-export-min.jpg,AET-export-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/AET-export-min.jpg,1540,AET-export-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/AET-export-min.jpg,1539,"Création d'un site web pour : Aet Export","<strong>Création d'un site web vitrine pour</strong> AET EXPORT.<br>
AET EXPORT est un partenaire de la multinationale Intertek, a été fondé en 2002.<br>
Spécialiste dans le contrôle qualité depuis l'année 2000, le cabinet a ensuite étendu ses domaines de compétences pour devenir un acteur de référence dans l’audit social et environnemental.","Le développement d'un site web vitrine pour la société AET EXPORT, un cabinet de contrôle qualité depuis le début des années 2000 en Tunisie.",reference,http://hypermedia.com.tn/reference/creation-site-web-vitrine-pour-aet-export/,2020-03-28
"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2020/03/restaurant-le-mediterrannee.png,www.lemediterranee.com.tn,"Site web vitrine",2017,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/le-mediterranee-min.jpg,le-mediterranee-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/le-mediterranee-min.jpg,1543,le-mediterranee-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/le-mediterranee-min.jpg,1541,"Réalisation d'un site web pour : Le Méditerranée","<strong>Création d'un site web vtirne pour</strong>restaurant LE MÉDITERRANÉE.<br>
Le développement d'un site web pour Le Méditerranée, restaurant situé dans la Marina Sousse et qui vous accueille dans un cadre unique.","Le développement d'un site web pour Le Méditerranée, restaurant situé dans la Marina Sousse et qui vous accueille dans un cadre unique.",reference,http://hypermedia.com.tn/reference/realisation-site-web-vitrine-pour-le-mediterranee/,2020-03-28
"Site web","Site Web",https://simem.com.tn/wp-content/uploads/2018/05/new-logo.png,www.simem.com.tn,"Site web catalogue",2016,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Simem-min.jpg,Simem-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Simem-min.jpg,1547,Simem-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Simem-min.jpg,1546,"Création d'un site web pour : SIMEM","<strong>Création d'un site web catalogue pour</strong> SIMEM.<br>
SIMEM est une société tunisienne spécialisée dans la fabrication et la distribution des luminaires en Tunisie.","Le développement d'un site web catalogue pour la société SIMEM, société tunisienne spécialisée dans la fabrication et la distribution des luminaires en Tunisie.",reference,http://hypermedia.com.tn/reference/creation-site-web-catalogue-pour-simem/,2020-03-28
Audiovisuelle,"Design Graphique",,,,,https://www.youtube.com/watch?v=OL3L9ATUN3o&t=26s,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/huilegargouri.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg|http://hypermedia.com.tn/wp-content/uploads/2020/03/tandoor.jpg,huilegargouri.jpg|pep-amen.jpg|cis.jpg|alawla.jpg|bocus_or.jpg|maximen.jpg|iceberg.jpg|veranature.jpg|tandoor.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/huilegargouri.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/pep-amen.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/cis.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/alawla.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/bocus_or.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/maximen.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/iceberg.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/veranature.jpg|/home/hypermed/public_html/wp-content/uploads/2020/03/tandoor.jpg,1555|1556|1557|1558|1559|1560|1561|1562|1563,huilegargouri|pep-amen|cis|alawla|bocus_or|maximen|iceberg|veranature|tandoor,||||||||,||||||||,||||||||,http://hypermedia.com.tn/wp-content/uploads/2020/03/huilegargouri.jpg,1554,"3éme festival de l'olivier ""Huile Gargouri""",,,reference,http://hypermedia.com.tn/reference/3eme-festival-de-lolivier-huile-gargouri/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=tEKFRQDzDQw,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg,veranature.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/veranature.jpg,1562,veranature,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg,1564,"Vidéo de présentation des produits ""Vernature""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-des-produits-vernature/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=q8jmk6Gn7PQ&t=46s,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg,iceberg.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/iceberg.jpg,1561,iceberg,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg,1565,"Vidéo de démonstration des produits ""Iceberg""",,,reference,http://hypermedia.com.tn/reference/video-de-demonstration-des-produits-iceberg/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=L2aeH0GyUrg,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg,maximen.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/maximen.jpg,1560,maximen,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg,1566,"Vidéo de présentation de la collection ""Maximen"" 2020",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-de-la-collection-maximen-2020/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=ZsJqBSaLHRI,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg,bocus_or.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/bocus_or.jpg,1559,bocus_or,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg,1567,"Trailer Bocuse d'or 2019 - Team Tunisia",,,reference,http://hypermedia.com.tn/reference/trailer-bocuse-dor-2019-team-tunisia/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=gvQH7IVoOCg&t=48s,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg,alawla.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/alawla.jpg,1558,alawla,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg,1568,"Présentation du Concept ""Alawla""",,,reference,http://hypermedia.com.tn/reference/presentation-du-concept-alawla/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=sqlsKbu3A-w&t=172s,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg,cis.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/cis.jpg,1557,cis,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg,1569,"Vidéo de présentation de la société ""CIS Confection""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-de-la-societe-cis-confection/,2020-03-29
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=scKCJL4kvVI&t=22s,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg,pep-amen.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/pep-amen.jpg,1556,pep-amen,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg,1570,"Vidéo de présentation de la papinère ""El Amen""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-de-la-papinere-el-amen/,2020-03-29
"Community Management",,,https://www.facebook.com/ceylan.tn/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ceylan.jpg,ceylan.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/ceylan.jpg,1664,ceylan,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ceylan.jpg,1671,Ceylan,,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/ceylan/,2020-04-01
"Community Management",,,https://www.facebook.com/Chakerjeux.Tunisia/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/chaker-jeux.jpg,chaker-jeux.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/chaker-jeux.jpg,1665,chaker-jeux,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/chaker-jeux.jpg,1675,"Chaker jeux",,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",reference,http://hypermedia.com.tn/reference/chaker-jeux/,2020-04-01
"Community Management",,,https://www.facebook.com/goldencars.tn/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/golden-cars.jpg,golden-cars.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/golden-cars.jpg,1666,golden-cars,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/golden-cars.jpg,1678,"Golden Cars",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/golden-cars/,2020-04-01
"Community Management",,,https://www.facebook.com/Hypergroup.tunisie/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Hyper-group.jpg,Hyper-group.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/Hyper-group.jpg,1667,Hyper-group,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Hyper-group.jpg,1679,Hypergroup,,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",reference,http://hypermedia.com.tn/reference/hypergroup/,2020-04-01
"Community Management",,,https://www.facebook.com/odora.sfax/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Odora.jpg,Odora.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/Odora.jpg,1669,'dora,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/Odora.jpg,1681,Odora,,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",reference,http://hypermedia.com.tn/reference/odora/,2020-04-01
"Community Management",,,https://www.facebook.com/NaelCommerce/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ok-dis.jpg,ok-dis.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/ok-dis.jpg,1670,ok-dis,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/ok-dis.jpg,1682,"Ok distribution",,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",reference,http://hypermedia.com.tn/reference/ok-distribution/,2020-04-01
"Community Management",,,https://www.facebook.com/pepiniere.tunisie/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,pépiniére-elaman-1.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,1672,pépiniére-elaman-1,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,1683,"Pépinière El Amen",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/pepiniere-el-amen/,2020-04-01
"Community Management",,,https://www.facebook.com/SchoolingTej/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/schooling-tej.jpg,schooling-tej.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/schooling-tej.jpg,1674,schooling-tej,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/schooling-tej.jpg,1684,"Schooling Tej",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/schooling-tej/,2020-04-01
